,Unnamed: 0,Player Name,Fixture,Starting Position,Team,Sub Off Time,Second Sub Off Time,Sub On Time,Yellow Card Time,Red Card Time,Starting State,Yellow Card Check,Minutes Played Raw,Minutes Played Total,Round,Round N,Player Team
148,10,James Tucker,Blues 16 9 Highlanders,5,Blues,2.0,65.0,15.0,,,Starter,No Yellow Card,52.0,52.0,round15,15.0,James Tucker (Blues)
149,11,Patrick Tuipulotu,Blues 16 9 Highlanders,4,Blues,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Patrick Tuipulotu (Blues)
150,12,Nepo Laulala,Blues 16 9 Highlanders,3,Blues,63.0,,,,,Starter,No Yellow Card,63.0,63.0,round15,15.0,Nepo Laulala (Blues)
151,13,Ricky Riccitelli,Blues 16 9 Highlanders,2,Blues,63.0,,,,,Starter,No Yellow Card,63.0,63.0,round15,15.0,Ricky Riccitelli (Blues)
152,14,Ofa Tu'ungafasi,Blues 16 9 Highlanders,1,Blues,63.0,,,,,Starter,No Yellow Card,63.0,63.0,round15,15.0,Ofa Tu'ungafasi (Blues)
153,15,Kurt Eklund,Blues 16 9 Highlanders,16,Blues,,,63.0,,,Bench,No Yellow Card,17.0,17.0,round15,15.0,Kurt Eklund (Blues)
154,16,Jordan Lay,Blues 16 9 Highlanders,17,Blues,,,63.0,,,Bench,No Yellow Card,17.0,17.0,round15,15.0,Jordan Lay (Blues)
155,17,Marcel Renata,Blues 16 9 Highlanders,18,Blues,,,63.0,,,Bench,No Yellow Card,17.0,17.0,round15,15.0,Marcel Renata (Blues)
156,18,Rob Rush,Blues 16 9 Highlanders,19,Blues,,,75.0,,,Bench,No Yellow Card,5.0,5.0,round15,15.0,Rob Rush (Blues)
157,19,Akira Ioane,Blues 16 9 Highlanders,20,Blues,15.0,,2.0,,,Bench,No Yellow Card,13.0,13.0,round15,15.0,Akira Ioane (Blues)
158,20,Sam Nock,Blues 16 9 Highlanders,21,Blues,,,63.0,,,Bench,No Yellow Card,17.0,17.0,round15,15.0,Sam Nock (Blues)
159,21,Roger Tuivasa-Sheck,Blues 16 9 Highlanders,22,Blues,,,67.0,,,Bench,No Yellow Card,13.0,13.0,round15,15.0,Roger Tuivasa-Sheck (Blues)
160,22,AJ Lam,Blues 16 9 Highlanders,23,Blues,,,55.0,,,Bench,No Yellow Card,25.0,25.0,round15,15.0,AJ Lam (Blues)
161,23,Mitch Hunt,Blues 16 9 Highlanders,15,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Mitch Hunt (Highlanders)
162,24,Scott Gregory,Blues 16 9 Highlanders,14,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Scott Gregory (Highlanders)
163,25,Matt Whaanga,Blues 16 9 Highlanders,13,Highlanders,59.0,,,,,Starter,No Yellow Card,59.0,59.0,round15,15.0,Matt Whaanga (Highlanders)
164,26,Sam Gilbert,Blues 16 9 Highlanders,12,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Sam Gilbert (Highlanders)
165,27,Jona Nareki,Blues 16 9 Highlanders,11,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Jona Nareki (Highlanders)
166,28,Freddie Burns,Blues 16 9 Highlanders,10,Highlanders,75.0,,,,,Starter,No Yellow Card,75.0,75.0,round15,15.0,Freddie Burns (Highlanders)
167,29,Aaron Smith,Blues 16 9 Highlanders,9,Highlanders,65.0,,,,,Starter,No Yellow Card,65.0,65.0,round15,15.0,Aaron Smith (Highlanders)
168,30,Hugh Renton,Blues 16 9 Highlanders,8,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Hugh Renton (Highlanders)
169,31,Billy Harmon,Blues 16 9 Highlanders,7,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Billy Harmon (Highlanders)
170,32,Shannon Frizell,Blues 16 9 Highlanders,6,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Shannon Frizell (Highlanders)
171,33,Max Hicks,Blues 16 9 Highlanders,5,Highlanders,51.0,,,,,Starter,No Yellow Card,51.0,51.0,round15,15.0,Max Hicks (Highlanders)
172,34,Pari Pari Parkinson,Blues 16 9 Highlanders,4,Highlanders,65.0,,,,,Starter,No Yellow Card,65.0,65.0,round15,15.0,Pari Pari Parkinson (Highlanders)
173,35,Jermaine Ainsley,Blues 16 9 Highlanders,3,Highlanders,69.0,,,58.0,,Starter,Yellow Card,69.0,59.0,round15,15.0,Jermaine Ainsley (Highlanders)
174,36,Andrew Makalio,Blues 16 9 Highlanders,2,Highlanders,55.0,,,,,Starter,No Yellow Card,55.0,55.0,round15,15.0,Andrew Makalio (Highlanders)
175,37,Ethan de Groot,Blues 16 9 Highlanders,1,Highlanders,63.0,,,,,Starter,No Yellow Card,63.0,63.0,round15,15.0,Ethan de Groot (Highlanders)
176,38,Rhys Marshall,Blues 16 9 Highlanders,16,Highlanders,,,55.0,,,Bench,No Yellow Card,25.0,25.0,round15,15.0,Rhys Marshall (Highlanders)
177,39,Dan Lienert-Brown,Blues 16 9 Highlanders,17,Highlanders,,,63.0,,,Bench,No Yellow Card,17.0,17.0,round15,15.0,Dan Lienert-Brown (Highlanders)
178,40,Saula Mau,Blues 16 9 Highlanders,18,Highlanders,,,59.0,,,Bench,No Yellow Card,21.0,21.0,round15,15.0,Saula Mau (Highlanders)
179,41,Marino Mikaele-Tu'u,Blues 16 9 Highlanders,19,Highlanders,,,65.0,,,Bench,No Yellow Card,15.0,15.0,round15,15.0,Marino Mikaele-Tu'u (Highlanders)
180,42,Sean Withy,Blues 16 9 Highlanders,20,Highlanders,,,51.0,,,Bench,No Yellow Card,29.0,29.0,round15,15.0,Sean Withy (Highlanders)
181,43,Folau Fakatava,Blues 16 9 Highlanders,21,Highlanders,,,65.0,,,Bench,No Yellow Card,15.0,15.0,round15,15.0,Folau Fakatava (Highlanders)
182,44,Fetuli Paea,Blues 16 9 Highlanders,22,Highlanders,,,69.0,,,Bench,No Yellow Card,11.0,11.0,round15,15.0,Fetuli Paea (Highlanders)
183,45,Connor Garden-Bachop,Blues 16 9 Highlanders,23,Highlanders,,,75.0,,,Bench,No Yellow Card,5.0,5.0,round15,15.0,Connor Garden-Bachop (Highlanders)
184,0,Max Jorgensen,NSW Waratahs 32 18 Fijian Drua,15,NSW Waratahs,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Max Jorgensen (NSW Waratahs)
185,1,Mark Nawaqanitawase,NSW Waratahs 32 18 Fijian Drua,14,NSW Waratahs,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Mark Nawaqanitawase (NSW Waratahs)
186,2,Izaia Perese,NSW Waratahs 32 18 Fijian Drua,13,NSW Waratahs,57.0,,,,,Starter,No Yellow Card,57.0,57.0,round13,13.0,Izaia Perese (NSW Waratahs)
187,3,Joey Walton,NSW Waratahs 32 18 Fijian Drua,12,NSW Waratahs,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Joey Walton (NSW Waratahs)
188,4,Dylan Pietsch,NSW Waratahs 32 18 Fijian Drua,11,NSW Waratahs,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Dylan Pietsch (NSW Waratahs)
189,5,Ben Donaldson,NSW Waratahs 32 18 Fijian Drua,10,NSW Waratahs,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Ben Donaldson (NSW Waratahs)
190,6,Jake Gordon,NSW Waratahs 32 18 Fijian Drua,9,NSW Waratahs,80.0,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Jake Gordon (NSW Waratahs)
191,7,Langi Gleeson,NSW Waratahs 32 18 Fijian Drua,8,NSW Waratahs,76.0,,,,,Starter,No Yellow Card,76.0,76.0,round13,13.0,Langi Gleeson (NSW Waratahs)
192,8,Michael Hooper,NSW Waratahs 32 18 Fijian Drua,7,NSW Waratahs,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Michael Hooper (NSW Waratahs)
193,9,Will Harris,NSW Waratahs 32 18 Fijian Drua,6,NSW Waratahs,57.0,,,,,Starter,No Yellow Card,57.0,57.0,round13,13.0,Will Harris (NSW Waratahs)
194,10,Hugh Sinclair,NSW Waratahs 32 18 Fijian Drua,5,NSW Waratahs,57.0,,,,,Starter,No Yellow Card,57.0,57.0,round13,13.0,Hugh Sinclair (NSW Waratahs)
195,11,Jed Holloway,NSW Waratahs 32 18 Fijian Drua,4,NSW Waratahs,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Jed Holloway (NSW Waratahs)
196,12,Harry Johnson-Holmes,NSW Waratahs 32 18 Fijian Drua,3,NSW Waratahs,69.0,,,,,Starter,No Yellow Card,69.0,69.0,round13,13.0,Harry Johnson-Holmes (NSW Waratahs)
197,13,Dave Porecki,NSW Waratahs 32 18 Fijian Drua,2,NSW Waratahs,57.0,,,,,Starter,No Yellow Card,57.0,57.0,round13,13.0,Dave Porecki (NSW Waratahs)
198,14,Tetera Faulkner,NSW Waratahs 32 18 Fijian Drua,1,NSW Waratahs,57.0,,,,,Starter,No Yellow Card,57.0,57.0,round13,13.0,Tetera Faulkner (NSW Waratahs)
199,15,Mahe Vailanu,NSW Waratahs 32 18 Fijian Drua,16,NSW Waratahs,,,57.0,,,Bench,No Yellow Card,23.0,23.0,round13,13.0,Mahe Vailanu (NSW Waratahs)
200,16,Nephi Leatigaga,NSW Waratahs 32 18 Fijian Drua,17,NSW Waratahs,,,57.0,,,Bench,No Yellow Card,23.0,23.0,round13,13.0,Nephi Leatigaga (NSW Waratahs)
201,17,Archer Holz,NSW Waratahs 32 18 Fijian Drua,18,NSW Waratahs,,,69.0,,,Bench,No Yellow Card,11.0,11.0,round13,13.0,Archer Holz (NSW Waratahs)
202,18,Ned Hanigan,NSW Waratahs 32 18 Fijian Drua,19,NSW Waratahs,,,57.0,,,Bench,No Yellow Card,23.0,23.0,round13,13.0,Ned Hanigan (NSW Waratahs)
203,19,Charlie Gamble,NSW Waratahs 32 18 Fijian Drua,20,NSW Waratahs,,,57.0,,,Bench,No Yellow Card,23.0,23.0,round13,13.0,Charlie Gamble (NSW Waratahs)
204,20,Teddy Wilson,NSW Waratahs 32 18 Fijian Drua,21,NSW Waratahs,,,80.0,,,Bench,No Yellow Card,0.0,0.0,round13,13.0,Teddy Wilson (NSW Waratahs)
205,21,Mosese Tuipulotu,NSW Waratahs 32 18 Fijian Drua,22,NSW Waratahs,,,57.0,,,Bench,No Yellow Card,23.0,23.0,round13,13.0,Mosese Tuipulotu (NSW Waratahs)
206,22,Harry Wilson,NSW Waratahs 32 18 Fijian Drua,23,NSW Waratahs,,,76.0,,,Bench,No Yellow Card,4.0,4.0,round13,13.0,Harry Wilson (NSW Waratahs)
207,23,Ilaisa Droasese,NSW Waratahs 32 18 Fijian Drua,15,Fijian Drua,80.0,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Ilaisa Droasese (Fijian Drua)
208,24,Selestino Ravutaumada,NSW Waratahs 32 18 Fijian Drua,14,Fijian Drua,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Selestino Ravutaumada (Fijian Drua)
209,25,Iosefo Masi,NSW Waratahs 32 18 Fijian Drua,13,Fijian Drua,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Iosefo Masi (Fijian Drua)
210,26,Kalaveti Ravouvou,NSW Waratahs 32 18 Fijian Drua,12,Fijian Drua,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Kalaveti Ravouvou (Fijian Drua)
211,27,Taniela Rakuro,NSW Waratahs 32 18 Fijian Drua,11,Fijian Drua,57.0,,67.0,,,Starter,No Yellow Card,70.0,70.0,round13,13.0,Taniela Rakuro (Fijian Drua)
212,28,Caleb Muntz,NSW Waratahs 32 18 Fijian Drua,10,Fijian Drua,55.0,,64.0,,,Starter,No Yellow Card,71.0,71.0,round13,13.0,Caleb Muntz (Fijian Drua)
213,29,Peni Matawalu,NSW Waratahs 32 18 Fijian Drua,9,Fijian Drua,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Peni Matawalu (Fijian Drua)
214,30,Ratu Meli Derenalagi,NSW Waratahs 32 18 Fijian Drua,8,Fijian Drua,55.0,,,,,Starter,No Yellow Card,55.0,55.0,round13,13.0,Ratu Meli Derenalagi (Fijian Drua)
215,31,Vilive Miramira,NSW Waratahs 32 18 Fijian Drua,7,Fijian Drua,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Vilive Miramira (Fijian Drua)
216,32,Joseva Tamani,NSW Waratahs 32 18 Fijian Drua,6,Fijian Drua,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Joseva Tamani (Fijian Drua)
217,33,Te Ahiwaru Cirikidaveta,NSW Waratahs 32 18 Fijian Drua,5,Fijian Drua,74.0,,,,,Starter,No Yellow Card,74.0,74.0,round13,13.0,Te Ahiwaru Cirikidaveta (Fijian Drua)
218,34,Isoa Nasilasila,NSW Waratahs 32 18 Fijian Drua,4,Fijian Drua,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Isoa Nasilasila (Fijian Drua)
219,35,Jone Koroiduadua,NSW Waratahs 32 18 Fijian Drua,3,Fijian Drua,41.0,,,,,Starter,No Yellow Card,41.0,41.0,round13,13.0,Jone Koroiduadua (Fijian Drua)
220,36,Tevita Ikanivere,NSW Waratahs 32 18 Fijian Drua,2,Fijian Drua,74.0,,,,,Starter,No Yellow Card,74.0,74.0,round13,13.0,Tevita Ikanivere (Fijian Drua)
221,37,Haereiti Hetet,NSW Waratahs 32 18 Fijian Drua,1,Fijian Drua,74.0,,,,,Starter,No Yellow Card,74.0,74.0,round13,13.0,Haereiti Hetet (Fijian Drua)
222,38,Zuriel Togiatama,NSW Waratahs 32 18 Fijian Drua,16,Fijian Drua,,,74.0,,,Bench,No Yellow Card,6.0,6.0,round13,13.0,Zuriel Togiatama (Fijian Drua)
223,39,Emosi Tuqiri,NSW Waratahs 32 18 Fijian Drua,17,Fijian Drua,,,74.0,,,Bench,No Yellow Card,6.0,6.0,round13,13.0,Emosi Tuqiri (Fijian Drua)
224,40,Mesake Doge,NSW Waratahs 32 18 Fijian Drua,18,Fijian Drua,,,41.0,,,Bench,No Yellow Card,39.0,39.0,round13,13.0,Mesake Doge (Fijian Drua)
225,41,Etonia Waqa,NSW Waratahs 32 18 Fijian Drua,19,Fijian Drua,,,74.0,,,Bench,No Yellow Card,6.0,6.0,round13,13.0,Etonia Waqa (Fijian Drua)
226,42,Elia Canakaivata,NSW Waratahs 32 18 Fijian Drua,20,Fijian Drua,,,55.0,,,Bench,No Yellow Card,25.0,25.0,round13,13.0,Elia Canakaivata (Fijian Drua)
227,43,Phillip Baselala,NSW Waratahs 32 18 Fijian Drua,21,Fijian Drua,,,,,,Bench,No Yellow Card,,,round13,13.0,Phillip Baselala (Fijian Drua)
228,44,Kemu Valetini,NSW Waratahs 32 18 Fijian Drua,22,Fijian Drua,64.0,,55.0,,,Bench,No Yellow Card,9.0,9.0,round13,13.0,Kemu Valetini (Fijian Drua)
229,45,Apisalome Vota,NSW Waratahs 32 18 Fijian Drua,23,Fijian Drua,67.0,,57.0,,,Bench,No Yellow Card,10.0,10.0,round13,13.0,Apisalome Vota (Fijian Drua)
230,0,Zarn Sullivan,Blues 36 25 Hurricanes,15,Blues,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Zarn Sullivan (Blues)
231,1,Mark Telea,Blues 36 25 Hurricanes,14,Blues,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Mark Telea (Blues)
232,2,Rieko Ioane,Blues 36 25 Hurricanes,13,Blues,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Rieko Ioane (Blues)
233,3,Bryce Heem,Blues 36 25 Hurricanes,12,Blues,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Bryce Heem (Blues)
234,4,Caleb Clarke,Blues 36 25 Hurricanes,11,Blues,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Caleb Clarke (Blues)
235,5,Harry Plummer,Blues 36 25 Hurricanes,10,Blues,54.0,,,,,Starter,No Yellow Card,54.0,54.0,round14,14.0,Harry Plummer (Blues)
236,6,Finlay Christie,Blues 36 25 Hurricanes,9,Blues,72.0,,,,,Starter,No Yellow Card,72.0,72.0,round14,14.0,Finlay Christie (Blues)
237,7,Hoskins Sotutu,Blues 36 25 Hurricanes,8,Blues,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Hoskins Sotutu (Blues)
238,8,Adrian Choat,Blues 36 25 Hurricanes,7,Blues,54.0,,,,,Starter,No Yellow Card,54.0,54.0,round14,14.0,Adrian Choat (Blues)
239,9,Akira Ioane,Blues 36 25 Hurricanes,6,Blues,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Akira Ioane (Blues)
240,10,Cameron Suafoa,Blues 36 25 Hurricanes,5,Blues,60.0,,,,,Starter,No Yellow Card,60.0,60.0,round14,14.0,Cameron Suafoa (Blues)
241,11,Patrick Tuipulotu,Blues 36 25 Hurricanes,4,Blues,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Patrick Tuipulotu (Blues)
242,12,Nepo Laulala,Blues 36 25 Hurricanes,3,Blues,55.0,,,,,Starter,No Yellow Card,55.0,55.0,round14,14.0,Nepo Laulala (Blues)
243,13,Ricky Riccitelli,Blues 36 25 Hurricanes,2,Blues,60.0,,,,,Starter,No Yellow Card,60.0,60.0,round14,14.0,Ricky Riccitelli (Blues)
244,14,Ofa Tu'ungafasi,Blues 36 25 Hurricanes,1,Blues,54.0,,,,,Starter,No Yellow Card,54.0,54.0,round14,14.0,Ofa Tu'ungafasi (Blues)
245,15,Kurt Eklund,Blues 36 25 Hurricanes,16,Blues,,,60.0,,,Bench,No Yellow Card,20.0,20.0,round14,14.0,Kurt Eklund (Blues)
246,16,Jordan Lay,Blues 36 25 Hurricanes,17,Blues,,,54.0,,,Bench,No Yellow Card,26.0,26.0,round14,14.0,Jordan Lay (Blues)
247,17,Marcel Renata,Blues 36 25 Hurricanes,18,Blues,,,55.0,,,Bench,No Yellow Card,25.0,25.0,round14,14.0,Marcel Renata (Blues)
248,18,James Tucker,Blues 36 25 Hurricanes,19,Blues,,,60.0,,,Bench,No Yellow Card,20.0,20.0,round14,14.0,James Tucker (Blues)
249,19,Anton Segner,Blues 36 25 Hurricanes,20,Blues,,,54.0,,,Bench,No Yellow Card,26.0,26.0,round14,14.0,Anton Segner (Blues)
250,20,Sam Nock,Blues 36 25 Hurricanes,21,Blues,,,72.0,,,Bench,No Yellow Card,8.0,8.0,round14,14.0,Sam Nock (Blues)
251,21,Stephen Perofeta,Blues 36 25 Hurricanes,22,Blues,,,54.0,,,Bench,No Yellow Card,26.0,26.0,round14,14.0,Stephen Perofeta (Blues)
252,22,AJ Lam,Blues 36 25 Hurricanes,23,Blues,,,,,,Bench,No Yellow Card,,,round14,14.0,AJ Lam (Blues)
253,23,Joshua Moorby,Blues 36 25 Hurricanes,15,Hurricanes,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Joshua Moorby (Hurricanes)
254,24,Julian Savea,Blues 36 25 Hurricanes,14,Hurricanes,4.0,,,,,Starter,No Yellow Card,4.0,4.0,round14,14.0,Julian Savea (Hurricanes)
255,25,Billy Proctor,Blues 36 25 Hurricanes,13,Hurricanes,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Billy Proctor (Hurricanes)
256,26,Jordie Barrett,Blues 36 25 Hurricanes,12,Hurricanes,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Jordie Barrett (Hurricanes)
257,27,Kini Naholo,Blues 36 25 Hurricanes,11,Hurricanes,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Kini Naholo (Hurricanes)
258,28,Aidan Morgan,Blues 36 25 Hurricanes,10,Hurricanes,58.0,,,,,Starter,No Yellow Card,58.0,58.0,round14,14.0,Aidan Morgan (Hurricanes)
259,29,Cam Roigard,Blues 36 25 Hurricanes,9,Hurricanes,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Cam Roigard (Hurricanes)
260,30,Ardie Savea,Blues 36 25 Hurricanes,8,Hurricanes,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Ardie Savea (Hurricanes)
261,31,Du'Plessis Kirifi,Blues 36 25 Hurricanes,7,Hurricanes,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Du'Plessis Kirifi (Hurricanes)
262,32,Caleb Delany,Blues 36 25 Hurricanes,6,Hurricanes,72.0,,,,,Starter,No Yellow Card,72.0,72.0,round14,14.0,Caleb Delany (Hurricanes)
263,33,Isaia Walker-Leawere,Blues 36 25 Hurricanes,5,Hurricanes,55.0,,,,,Starter,No Yellow Card,55.0,55.0,round14,14.0,Isaia Walker-Leawere (Hurricanes)
264,34,James Blackwell,Blues 36 25 Hurricanes,4,Hurricanes,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,James Blackwell (Hurricanes)
265,35,Tyrel Lomax,Blues 36 25 Hurricanes,3,Hurricanes,60.0,,,,,Starter,No Yellow Card,60.0,60.0,round14,14.0,Tyrel Lomax (Hurricanes)
266,36,Asafo Aumua,Blues 36 25 Hurricanes,2,Hurricanes,75.0,,,,,Starter,No Yellow Card,75.0,75.0,round14,14.0,Asafo Aumua (Hurricanes)
267,37,Xavier Numia,Blues 36 25 Hurricanes,1,Hurricanes,60.0,,,,,Starter,No Yellow Card,60.0,60.0,round14,14.0,Xavier Numia (Hurricanes)
268,38,Hame Faiva,Blues 36 25 Hurricanes,16,Hurricanes,,,75.0,,,Bench,No Yellow Card,5.0,5.0,round14,14.0,Hame Faiva (Hurricanes)
269,39,Tevita Mafileo,Blues 36 25 Hurricanes,17,Hurricanes,,,60.0,,,Bench,No Yellow Card,20.0,20.0,round14,14.0,Tevita Mafileo (Hurricanes)
270,40,Owen Franks,Blues 36 25 Hurricanes,18,Hurricanes,,,60.0,,,Bench,No Yellow Card,20.0,20.0,round14,14.0,Owen Franks (Hurricanes)
271,41,Justin Sangster,Blues 36 25 Hurricanes,19,Hurricanes,,,55.0,,,Bench,No Yellow Card,25.0,25.0,round14,14.0,Justin Sangster (Hurricanes)
272,42,Brayden Iose,Blues 36 25 Hurricanes,20,Hurricanes,,,72.0,,,Bench,No Yellow Card,8.0,8.0,round14,14.0,Brayden Iose (Hurricanes)
273,43,Jamie Booth,Blues 36 25 Hurricanes,21,Hurricanes,,,66.0,,,Bench,No Yellow Card,14.0,14.0,round14,14.0,Jamie Booth (Hurricanes)
274,44,Brett Cameron,Blues 36 25 Hurricanes,22,Hurricanes,,,58.0,,,Bench,No Yellow Card,22.0,22.0,round14,14.0,Brett Cameron (Hurricanes)
275,45,Salesi Rayasi,Blues 36 25 Hurricanes,23,Hurricanes,66.0,,4.0,,,Bench,No Yellow Card,62.0,62.0,round14,14.0,Salesi Rayasi (Hurricanes)
276,0,Tom Wright,ACT Brumbies 21 31 Chiefs,15,ACT Brumbies,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Tom Wright (ACT Brumbies)
277,1,Andy Muirhead,ACT Brumbies 21 31 Chiefs,14,ACT Brumbies,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Andy Muirhead (ACT Brumbies)
278,2,Len Ikitau,ACT Brumbies 21 31 Chiefs,13,ACT Brumbies,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Len Ikitau (ACT Brumbies)
279,3,Tamati Tua,ACT Brumbies 21 31 Chiefs,12,ACT Brumbies,59.0,,,,,Starter,No Yellow Card,59.0,59.0,round14,14.0,Tamati Tua (ACT Brumbies)
280,4,Corey Toole,ACT Brumbies 21 31 Chiefs,11,ACT Brumbies,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Corey Toole (ACT Brumbies)
281,5,Noah Lolesio,ACT Brumbies 21 31 Chiefs,10,ACT Brumbies,68.0,,,,,Starter,No Yellow Card,68.0,68.0,round14,14.0,Noah Lolesio (ACT Brumbies)
282,6,Ryan Lonergan,ACT Brumbies 21 31 Chiefs,9,ACT Brumbies,68.0,,,,,Starter,No Yellow Card,68.0,68.0,round14,14.0,Ryan Lonergan (ACT Brumbies)
283,7,Pete Samu,ACT Brumbies 21 31 Chiefs,8,ACT Brumbies,43.0,,56.0,,,Starter,No Yellow Card,67.0,67.0,round14,14.0,Pete Samu (ACT Brumbies)
284,8,Jahrome Brown,ACT Brumbies 21 31 Chiefs,7,ACT Brumbies,20.0,56.0,29.0,,,Starter,No Yellow Card,47.0,47.0,round14,14.0,Jahrome Brown (ACT Brumbies)
285,9,Rob Valetini,ACT Brumbies 21 31 Chiefs,6,ACT Brumbies,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Rob Valetini (ACT Brumbies)
286,10,Tom Hooper,ACT Brumbies 21 31 Chiefs,5,ACT Brumbies,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Tom Hooper (ACT Brumbies)
287,11,Nick Frost,ACT Brumbies 21 31 Chiefs,4,ACT Brumbies,64.0,,,,,Starter,No Yellow Card,64.0,64.0,round14,14.0,Nick Frost (ACT Brumbies)
288,12,Allan Alaalatoa,ACT Brumbies 21 31 Chiefs,3,ACT Brumbies,51.0,,,18.0,,Starter,Yellow Card,51.0,41.0,round14,14.0,Allan Alaalatoa (ACT Brumbies)
289,13,Lachlan Lonergan,ACT Brumbies 21 31 Chiefs,2,ACT Brumbies,40.0,,,,,Starter,No Yellow Card,40.0,40.0,round14,14.0,Lachlan Lonergan (ACT Brumbies)
290,14,James Slipper,ACT Brumbies 21 31 Chiefs,1,ACT Brumbies,51.0,,,,,Starter,No Yellow Card,51.0,51.0,round14,14.0,James Slipper (ACT Brumbies)
291,15,Connal McInerney,ACT Brumbies 21 31 Chiefs,16,ACT Brumbies,,,40.0,,,Bench,No Yellow Card,40.0,40.0,round14,14.0,Connal McInerney (ACT Brumbies)
292,16,Blake Schoupp,ACT Brumbies 21 31 Chiefs,17,ACT Brumbies,,,51.0,,,Bench,No Yellow Card,29.0,29.0,round14,14.0,Blake Schoupp (ACT Brumbies)
293,17,Sefo Kautai,ACT Brumbies 21 31 Chiefs,18,ACT Brumbies,29.0,,20.0,,,Bench,No Yellow Card,9.0,9.0,round14,14.0,Sefo Kautai (ACT Brumbies)
294,18,Darcy Swain,ACT Brumbies 21 31 Chiefs,19,ACT Brumbies,,,64.0,,,Bench,No Yellow Card,16.0,16.0,round14,14.0,Darcy Swain (ACT Brumbies)
295,19,Luke Reimer,ACT Brumbies 21 31 Chiefs,20,ACT Brumbies,,,43.0,,,Bench,No Yellow Card,37.0,37.0,round14,14.0,Luke Reimer (ACT Brumbies)
296,20,Klayton Thorn,ACT Brumbies 21 31 Chiefs,21,ACT Brumbies,,,68.0,,,Bench,No Yellow Card,12.0,12.0,round14,14.0,Klayton Thorn (ACT Brumbies)
297,21,Jack Debreczeni,ACT Brumbies 21 31 Chiefs,22,ACT Brumbies,,,68.0,,,Bench,No Yellow Card,12.0,12.0,round14,14.0,Jack Debreczeni (ACT Brumbies)
298,22,Ollie Sapsford,ACT Brumbies 21 31 Chiefs,23,ACT Brumbies,,,59.0,,,Bench,No Yellow Card,21.0,21.0,round14,14.0,Ollie Sapsford (ACT Brumbies)
299,23,Damian McKenzie,ACT Brumbies 21 31 Chiefs,15,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Damian McKenzie (Chiefs)
300,24,Emoni Narawa,ACT Brumbies 21 31 Chiefs,14,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Emoni Narawa (Chiefs)
