,Unnamed: 0,Player Name,Fixture,Starting Position,Team,Sub Off Time,Second Sub Off Time,Sub On Time,Yellow Card Time,Red Card Time,Starting State,Yellow Card Check,Minutes Played Raw,Minutes Played Total,Round,Round N,Player Team
587,35,Joe Apikotoa,NSW Waratahs 24 33 Moana Pasifika,3,Moana Pasifika,53.0,,,,,Starter,No Yellow Card,53.0,53.0,round15,15.0,Joe Apikotoa (Moana Pasifika)
588,36,Luteru Tolai,NSW Waratahs 24 33 Moana Pasifika,2,Moana Pasifika,53.0,,,,,Starter,No Yellow Card,53.0,53.0,round15,15.0,Luteru Tolai (Moana Pasifika)
589,37,Abraham Pole,NSW Waratahs 24 33 Moana Pasifika,1,Moana Pasifika,53.0,,,,,Starter,No Yellow Card,53.0,53.0,round15,15.0,Abraham Pole (Moana Pasifika)
590,38,Samiuela Moli,NSW Waratahs 24 33 Moana Pasifika,16,Moana Pasifika,,,53.0,,,Bench,No Yellow Card,27.0,27.0,round15,15.0,Samiuela Moli (Moana Pasifika)
591,39,Ezekiel Lindenmuth,NSW Waratahs 24 33 Moana Pasifika,17,Moana Pasifika,,,53.0,,,Bench,No Yellow Card,27.0,27.0,round15,15.0,Ezekiel Lindenmuth (Moana Pasifika)
592,40,Chris Apoua,NSW Waratahs 24 33 Moana Pasifika,18,Moana Pasifika,,,53.0,,,Bench,No Yellow Card,27.0,27.0,round15,15.0,Chris Apoua (Moana Pasifika)
593,41,Mike McKee,NSW Waratahs 24 33 Moana Pasifika,19,Moana Pasifika,,,68.0,,,Bench,No Yellow Card,12.0,12.0,round15,15.0,Mike McKee (Moana Pasifika)
594,42,Alamanda Motuga,NSW Waratahs 24 33 Moana Pasifika,20,Moana Pasifika,,,53.0,,,Bench,No Yellow Card,27.0,27.0,round15,15.0,Alamanda Motuga (Moana Pasifika)
595,43,Ere Enari,NSW Waratahs 24 33 Moana Pasifika,21,Moana Pasifika,,,58.0,,,Bench,No Yellow Card,22.0,22.0,round15,15.0,Ere Enari (Moana Pasifika)
596,44,Lincoln McClutchie,NSW Waratahs 24 33 Moana Pasifika,22,Moana Pasifika,,,69.0,,,Bench,No Yellow Card,11.0,11.0,round15,15.0,Lincoln McClutchie (Moana Pasifika)
597,45,Fine Inisi,NSW Waratahs 24 33 Moana Pasifika,23,Moana Pasifika,,,59.0,,,Bench,No Yellow Card,21.0,21.0,round15,15.0,Fine Inisi (Moana Pasifika)
598,0,Connor Garden-Bachop,Highlanders 20 17 Melbourne Rebels,15,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Connor Garden-Bachop (Highlanders)
599,1,Jonah Lowe,Highlanders 20 17 Melbourne Rebels,14,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Jonah Lowe (Highlanders)
600,2,Fetuli Paea,Highlanders 20 17 Melbourne Rebels,13,Highlanders,51.0,,,,,Starter,No Yellow Card,51.0,51.0,round13,13.0,Fetuli Paea (Highlanders)
601,3,Sam Gilbert,Highlanders 20 17 Melbourne Rebels,12,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Sam Gilbert (Highlanders)
602,4,Jona Nareki,Highlanders 20 17 Melbourne Rebels,11,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Jona Nareki (Highlanders)
603,5,Freddie Burns,Highlanders 20 17 Melbourne Rebels,10,Highlanders,66.0,,,,,Starter,No Yellow Card,66.0,66.0,round13,13.0,Freddie Burns (Highlanders)
604,6,Aaron Smith,Highlanders 20 17 Melbourne Rebels,9,Highlanders,67.0,,,,,Starter,No Yellow Card,67.0,67.0,round13,13.0,Aaron Smith (Highlanders)
605,7,Hugh Renton,Highlanders 20 17 Melbourne Rebels,8,Highlanders,61.0,,,,,Starter,No Yellow Card,61.0,61.0,round13,13.0,Hugh Renton (Highlanders)
606,8,Billy Harmon,Highlanders 20 17 Melbourne Rebels,7,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Billy Harmon (Highlanders)
607,9,Sean Withy,Highlanders 20 17 Melbourne Rebels,6,Highlanders,74.0,,,,,Starter,No Yellow Card,74.0,74.0,round13,13.0,Sean Withy (Highlanders)
608,10,Max Hicks,Highlanders 20 17 Melbourne Rebels,5,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Max Hicks (Highlanders)
609,11,Shannon Frizell,Highlanders 20 17 Melbourne Rebels,4,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Shannon Frizell (Highlanders)
610,12,Jermaine Ainsley,Highlanders 20 17 Melbourne Rebels,3,Highlanders,57.0,,,,,Starter,No Yellow Card,57.0,57.0,round13,13.0,Jermaine Ainsley (Highlanders)
611,13,Andrew Makalio,Highlanders 20 17 Melbourne Rebels,2,Highlanders,57.0,,,,,Starter,No Yellow Card,57.0,57.0,round13,13.0,Andrew Makalio (Highlanders)
612,14,Ethan de Groot,Highlanders 20 17 Melbourne Rebels,1,Highlanders,57.0,,,,,Starter,No Yellow Card,57.0,57.0,round13,13.0,Ethan de Groot (Highlanders)
613,15,Leni Apisai,Highlanders 20 17 Melbourne Rebels,16,Highlanders,,,57.0,,,Bench,No Yellow Card,23.0,23.0,round13,13.0,Leni Apisai (Highlanders)
614,16,Dan Lienert-Brown,Highlanders 20 17 Melbourne Rebels,17,Highlanders,,,57.0,,,Bench,No Yellow Card,23.0,23.0,round13,13.0,Dan Lienert-Brown (Highlanders)
615,17,Saula Mau,Highlanders 20 17 Melbourne Rebels,18,Highlanders,,,57.0,,,Bench,No Yellow Card,23.0,23.0,round13,13.0,Saula Mau (Highlanders)
616,18,Marino Mikaele-Tu'u,Highlanders 20 17 Melbourne Rebels,19,Highlanders,,,61.0,,,Bench,No Yellow Card,19.0,19.0,round13,13.0,Marino Mikaele-Tu'u (Highlanders)
617,19,James Lentjes,Highlanders 20 17 Melbourne Rebels,20,Highlanders,,,74.0,,,Bench,No Yellow Card,6.0,6.0,round13,13.0,James Lentjes (Highlanders)
618,20,Folau Fakatava,Highlanders 20 17 Melbourne Rebels,21,Highlanders,,,67.0,,,Bench,No Yellow Card,13.0,13.0,round13,13.0,Folau Fakatava (Highlanders)
619,21,Mitch Hunt,Highlanders 20 17 Melbourne Rebels,22,Highlanders,,,66.0,,,Bench,No Yellow Card,14.0,14.0,round13,13.0,Mitch Hunt (Highlanders)
620,22,Thomas Umaga-Jensen,Highlanders 20 17 Melbourne Rebels,23,Highlanders,,,51.0,,,Bench,No Yellow Card,29.0,29.0,round13,13.0,Thomas Umaga-Jensen (Highlanders)
621,23,Andrew Kellaway,Highlanders 20 17 Melbourne Rebels,15,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Andrew Kellaway (Melbourne Rebels)
622,24,Lachie Anderson,Highlanders 20 17 Melbourne Rebels,14,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Lachie Anderson (Melbourne Rebels)
623,25,Lukas Ripley,Highlanders 20 17 Melbourne Rebels,13,Melbourne Rebels,77.0,,,,,Starter,No Yellow Card,77.0,77.0,round13,13.0,Lukas Ripley (Melbourne Rebels)
624,26,Stacey Ili,Highlanders 20 17 Melbourne Rebels,12,Melbourne Rebels,76.0,,,,,Starter,No Yellow Card,76.0,76.0,round13,13.0,Stacey Ili (Melbourne Rebels)
625,27,Monty Ioane,Highlanders 20 17 Melbourne Rebels,11,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Monty Ioane (Melbourne Rebels)
626,28,Reece Hodge,Highlanders 20 17 Melbourne Rebels,10,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Reece Hodge (Melbourne Rebels)
627,29,Ryan Louwrens,Highlanders 20 17 Melbourne Rebels,9,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Ryan Louwrens (Melbourne Rebels)
628,30,Richard Hardwick,Highlanders 20 17 Melbourne Rebels,8,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Richard Hardwick (Melbourne Rebels)
629,31,Brad Wilkin,Highlanders 20 17 Melbourne Rebels,7,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Brad Wilkin (Melbourne Rebels)
630,32,Vaiolini Ekuasi,Highlanders 20 17 Melbourne Rebels,6,Melbourne Rebels,69.0,,,,,Starter,No Yellow Card,69.0,69.0,round13,13.0,Vaiolini Ekuasi (Melbourne Rebels)
631,33,Matt Philip,Highlanders 20 17 Melbourne Rebels,5,Melbourne Rebels,54.0,,,,,Starter,No Yellow Card,54.0,54.0,round13,13.0,Matt Philip (Melbourne Rebels)
632,34,Josh Canham,Highlanders 20 17 Melbourne Rebels,4,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Josh Canham (Melbourne Rebels)
633,35,Sam Talakai,Highlanders 20 17 Melbourne Rebels,3,Melbourne Rebels,54.0,,,,,Starter,No Yellow Card,54.0,54.0,round13,13.0,Sam Talakai (Melbourne Rebels)
634,36,Alex Mafi,Highlanders 20 17 Melbourne Rebels,2,Melbourne Rebels,54.0,80.0,74.0,,,Starter,No Yellow Card,60.0,60.0,round13,13.0,Alex Mafi (Melbourne Rebels)
635,37,Matt Gibbon,Highlanders 20 17 Melbourne Rebels,1,Melbourne Rebels,66.0,,,,,Starter,No Yellow Card,66.0,66.0,round13,13.0,Matt Gibbon (Melbourne Rebels)
636,38,Jordan Uelese,Highlanders 20 17 Melbourne Rebels,16,Melbourne Rebels,,,54.0,71.0,,Bench,Yellow Card,26.0,16.0,round13,13.0,Jordan Uelese (Melbourne Rebels)
637,39,Isaac Aedo Kailea,Highlanders 20 17 Melbourne Rebels,17,Melbourne Rebels,,,66.0,,,Bench,No Yellow Card,14.0,14.0,round13,13.0,Isaac Aedo Kailea (Melbourne Rebels)
638,40,Pone Fa'amausili,Highlanders 20 17 Melbourne Rebels,18,Melbourne Rebels,,,54.0,,,Bench,No Yellow Card,26.0,26.0,round13,13.0,Pone Fa'amausili (Melbourne Rebels)
639,41,Trevor Hosea,Highlanders 20 17 Melbourne Rebels,19,Melbourne Rebels,,,54.0,,,Bench,No Yellow Card,26.0,26.0,round13,13.0,Trevor Hosea (Melbourne Rebels)
640,42,Tamati Ioane,Highlanders 20 17 Melbourne Rebels,20,Melbourne Rebels,74.0,,69.0,,,Bench,No Yellow Card,5.0,5.0,round13,13.0,Tamati Ioane (Melbourne Rebels)
641,43,James Tuttle,Highlanders 20 17 Melbourne Rebels,21,Melbourne Rebels,,,,,,Bench,No Yellow Card,,,round13,13.0,James Tuttle (Melbourne Rebels)
642,44,Nick Jooste,Highlanders 20 17 Melbourne Rebels,22,Melbourne Rebels,,,76.0,,,Bench,No Yellow Card,4.0,4.0,round13,13.0,Nick Jooste (Melbourne Rebels)
643,45,Joe Pincus,Highlanders 20 17 Melbourne Rebels,23,Melbourne Rebels,,,77.0,,,Bench,No Yellow Card,3.0,3.0,round13,13.0,Joe Pincus (Melbourne Rebels)
644,0,Shaun Stevenson,Chiefs 23 12 Hurricanes,15,Chiefs,69.0,,,,,Starter,No Yellow Card,69.0,69.0,round13,13.0,Shaun Stevenson (Chiefs)
645,1,Emoni Narawa,Chiefs 23 12 Hurricanes,14,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Emoni Narawa (Chiefs)
646,2,Alex Nankivell,Chiefs 23 12 Hurricanes,13,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Alex Nankivell (Chiefs)
647,3,Anton Lienert-Brown,Chiefs 23 12 Hurricanes,12,Chiefs,72.0,,,,,Starter,No Yellow Card,72.0,72.0,round13,13.0,Anton Lienert-Brown (Chiefs)
648,4,Etene Nanai-Seturo,Chiefs 23 12 Hurricanes,11,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Etene Nanai-Seturo (Chiefs)
649,5,Damian McKenzie,Chiefs 23 12 Hurricanes,10,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Damian McKenzie (Chiefs)
650,6,Brad Weber,Chiefs 23 12 Hurricanes,9,Chiefs,57.0,,,,,Starter,No Yellow Card,57.0,57.0,round13,13.0,Brad Weber (Chiefs)
651,7,Luke Jacobson,Chiefs 23 12 Hurricanes,8,Chiefs,59.0,,,,,Starter,No Yellow Card,59.0,59.0,round13,13.0,Luke Jacobson (Chiefs)
652,8,Sam Cane,Chiefs 23 12 Hurricanes,7,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Sam Cane (Chiefs)
653,9,Pita Gus Sowakula,Chiefs 23 12 Hurricanes,6,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Pita Gus Sowakula (Chiefs)
654,10,Tupou Vaa'i,Chiefs 23 12 Hurricanes,5,Chiefs,67.0,,,,,Starter,No Yellow Card,67.0,67.0,round13,13.0,Tupou Vaa'i (Chiefs)
655,11,Brodie Retallick,Chiefs 23 12 Hurricanes,4,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Brodie Retallick (Chiefs)
656,12,George Dyer,Chiefs 23 12 Hurricanes,3,Chiefs,52.0,,,,,Starter,No Yellow Card,52.0,52.0,round13,13.0,George Dyer (Chiefs)
657,13,Samisoni Taukei'aho,Chiefs 23 12 Hurricanes,2,Chiefs,69.0,,,,,Starter,No Yellow Card,69.0,69.0,round13,13.0,Samisoni Taukei'aho (Chiefs)
658,14,Aidan Ross,Chiefs 23 12 Hurricanes,1,Chiefs,52.0,,,,,Starter,No Yellow Card,52.0,52.0,round13,13.0,Aidan Ross (Chiefs)
659,15,Tyrone Thompson,Chiefs 23 12 Hurricanes,16,Chiefs,,,69.0,,,Bench,No Yellow Card,11.0,11.0,round13,13.0,Tyrone Thompson (Chiefs)
660,16,Ollie Norris,Chiefs 23 12 Hurricanes,17,Chiefs,,,52.0,,,Bench,No Yellow Card,28.0,28.0,round13,13.0,Ollie Norris (Chiefs)
661,17,John Ryan,Chiefs 23 12 Hurricanes,18,Chiefs,,,52.0,,,Bench,No Yellow Card,28.0,28.0,round13,13.0,John Ryan (Chiefs)
662,18,Naitoa Ah Kuoi,Chiefs 23 12 Hurricanes,19,Chiefs,,,67.0,,,Bench,No Yellow Card,13.0,13.0,round13,13.0,Naitoa Ah Kuoi (Chiefs)
663,19,Simon Parker,Chiefs 23 12 Hurricanes,20,Chiefs,,,59.0,,,Bench,No Yellow Card,21.0,21.0,round13,13.0,Simon Parker (Chiefs)
664,20,Cortez Ratima,Chiefs 23 12 Hurricanes,21,Chiefs,,,57.0,,,Bench,No Yellow Card,23.0,23.0,round13,13.0,Cortez Ratima (Chiefs)
665,21,Josh Ioane,Chiefs 23 12 Hurricanes,22,Chiefs,,,69.0,,,Bench,No Yellow Card,11.0,11.0,round13,13.0,Josh Ioane (Chiefs)
666,22,Rameka Poihipi,Chiefs 23 12 Hurricanes,23,Chiefs,,,72.0,,,Bench,No Yellow Card,8.0,8.0,round13,13.0,Rameka Poihipi (Chiefs)
667,23,Joshua Moorby,Chiefs 23 12 Hurricanes,15,Hurricanes,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Joshua Moorby (Hurricanes)
668,24,Julian Savea,Chiefs 23 12 Hurricanes,14,Hurricanes,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Julian Savea (Hurricanes)
669,25,Billy Proctor,Chiefs 23 12 Hurricanes,13,Hurricanes,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Billy Proctor (Hurricanes)
670,26,Peter Umaga-Jensen,Chiefs 23 12 Hurricanes,12,Hurricanes,55.0,,,,,Starter,No Yellow Card,55.0,55.0,round13,13.0,Peter Umaga-Jensen (Hurricanes)
671,27,Kini Naholo,Chiefs 23 12 Hurricanes,11,Hurricanes,59.0,,,,,Starter,No Yellow Card,59.0,59.0,round13,13.0,Kini Naholo (Hurricanes)
672,28,Aidan Morgan,Chiefs 23 12 Hurricanes,10,Hurricanes,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Aidan Morgan (Hurricanes)
673,29,Cam Roigard,Chiefs 23 12 Hurricanes,9,Hurricanes,72.0,,,,,Starter,No Yellow Card,72.0,72.0,round13,13.0,Cam Roigard (Hurricanes)
674,30,Brayden Iose,Chiefs 23 12 Hurricanes,8,Hurricanes,31.0,,40.0,,,Starter,No Yellow Card,71.0,71.0,round13,13.0,Brayden Iose (Hurricanes)
675,31,Du'Plessis Kirifi,Chiefs 23 12 Hurricanes,7,Hurricanes,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,Du'Plessis Kirifi (Hurricanes)
676,32,Devan Flanders,Chiefs 23 12 Hurricanes,6,Hurricanes,42.0,,,,,Starter,No Yellow Card,42.0,42.0,round13,13.0,Devan Flanders (Hurricanes)
677,33,Isaia Walker-Leawere,Chiefs 23 12 Hurricanes,5,Hurricanes,67.0,,,,,Starter,No Yellow Card,67.0,67.0,round13,13.0,Isaia Walker-Leawere (Hurricanes)
678,34,James Blackwell,Chiefs 23 12 Hurricanes,4,Hurricanes,,,,,,Starter,No Yellow Card,80.0,80.0,round13,13.0,James Blackwell (Hurricanes)
679,35,Owen Franks,Chiefs 23 12 Hurricanes,3,Hurricanes,49.0,,,,,Starter,No Yellow Card,49.0,49.0,round13,13.0,Owen Franks (Hurricanes)
680,36,Jacob Devery,Chiefs 23 12 Hurricanes,2,Hurricanes,17.0,,,,,Starter,No Yellow Card,17.0,17.0,round13,13.0,Jacob Devery (Hurricanes)
681,37,Xavier Numia,Chiefs 23 12 Hurricanes,1,Hurricanes,49.0,,,,,Starter,No Yellow Card,49.0,49.0,round13,13.0,Xavier Numia (Hurricanes)
682,38,Hame Faiva,Chiefs 23 12 Hurricanes,16,Hurricanes,,,17.0,,,Bench,No Yellow Card,63.0,63.0,round13,13.0,Hame Faiva (Hurricanes)
683,39,Tevita Mafileo,Chiefs 23 12 Hurricanes,17,Hurricanes,,,49.0,,,Bench,No Yellow Card,31.0,31.0,round13,13.0,Tevita Mafileo (Hurricanes)
684,40,Pasilio Tosi,Chiefs 23 12 Hurricanes,18,Hurricanes,,,49.0,,,Bench,No Yellow Card,31.0,31.0,round13,13.0,Pasilio Tosi (Hurricanes)
685,41,Justin Sangster,Chiefs 23 12 Hurricanes,19,Hurricanes,,,67.0,,,Bench,No Yellow Card,13.0,13.0,round13,13.0,Justin Sangster (Hurricanes)
686,42,Caleb Delany,Chiefs 23 12 Hurricanes,20,Hurricanes,40.0,,31.0,,,Bench,No Yellow Card,9.0,9.0,round13,13.0,Caleb Delany (Hurricanes)
687,43,Jamie Booth,Chiefs 23 12 Hurricanes,21,Hurricanes,,,72.0,,,Bench,No Yellow Card,8.0,8.0,round13,13.0,Jamie Booth (Hurricanes)
688,44,Riley Hohepa,Chiefs 23 12 Hurricanes,22,Hurricanes,,,59.0,,,Bench,No Yellow Card,21.0,21.0,round13,13.0,Riley Hohepa (Hurricanes)
689,45,Salesi Rayasi,Chiefs 23 12 Hurricanes,23,Hurricanes,,,55.0,,,Bench,No Yellow Card,25.0,25.0,round13,13.0,Salesi Rayasi (Hurricanes)
690,0,Chase Tiatia,Western Force 19 43 Chiefs,15,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Chase Tiatia (Western Force)
691,1,Toni Pulu,Western Force 19 43 Chiefs,14,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Toni Pulu (Western Force)
692,2,Sam Spink,Western Force 19 43 Chiefs,13,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Sam Spink (Western Force)
693,3,Hamish Stewart,Western Force 19 43 Chiefs,12,Western Force,42.0,,,,,Starter,No Yellow Card,42.0,42.0,round15,15.0,Hamish Stewart (Western Force)
694,4,Manasa Mataele,Western Force 19 43 Chiefs,11,Western Force,76.0,,,,,Starter,No Yellow Card,76.0,76.0,round15,15.0,Manasa Mataele (Western Force)
695,5,Max Burey,Western Force 19 43 Chiefs,10,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Max Burey (Western Force)
696,6,Gareth Simpson,Western Force 19 43 Chiefs,9,Western Force,45.0,,,,,Starter,No Yellow Card,45.0,45.0,round15,15.0,Gareth Simpson (Western Force)
697,7,Rahboni Vosayaco,Western Force 19 43 Chiefs,8,Western Force,49.0,,,,,Starter,No Yellow Card,49.0,49.0,round15,15.0,Rahboni Vosayaco (Western Force)
698,8,Carlo Tizzano,Western Force 19 43 Chiefs,7,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Carlo Tizzano (Western Force)
699,9,Michael Wells,Western Force 19 43 Chiefs,6,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Michael Wells (Western Force)
700,10,Izack Rodda,Western Force 19 43 Chiefs,5,Western Force,43.0,,,,,Starter,No Yellow Card,43.0,43.0,round15,15.0,Izack Rodda (Western Force)
701,11,Jeremy Williams,Western Force 19 43 Chiefs,4,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Jeremy Williams (Western Force)
702,12,Nelson Rebolo,Western Force 19 43 Chiefs,3,Western Force,64.0,,,,,Starter,No Yellow Card,64.0,64.0,round15,15.0,Nelson Rebolo (Western Force)
703,13,Folau Fainga'a,Western Force 19 43 Chiefs,2,Western Force,57.0,,,,,Starter,No Yellow Card,57.0,57.0,round15,15.0,Folau Fainga'a (Western Force)
704,14,Angus Wagner,Western Force 19 43 Chiefs,1,Western Force,49.0,,,,,Starter,No Yellow Card,49.0,49.0,round15,15.0,Angus Wagner (Western Force)
705,15,Tom Horton,Western Force 19 43 Chiefs,16,Western Force,,,57.0,,,Bench,No Yellow Card,23.0,23.0,round15,15.0,Tom Horton (Western Force)
706,16,Marley Pearce,Western Force 19 43 Chiefs,17,Western Force,,,49.0,,,Bench,No Yellow Card,31.0,31.0,round15,15.0,Marley Pearce (Western Force)
707,17,Siosifa Amone,Western Force 19 43 Chiefs,18,Western Force,,,64.0,,,Bench,No Yellow Card,16.0,16.0,round15,15.0,Siosifa Amone (Western Force)
708,18,Felix Kalapu,Western Force 19 43 Chiefs,19,Western Force,,,43.0,,,Bench,No Yellow Card,37.0,37.0,round15,15.0,Felix Kalapu (Western Force)
709,19,Tim Anstee,Western Force 19 43 Chiefs,20,Western Force,,,49.0,,,Bench,No Yellow Card,31.0,31.0,round15,15.0,Tim Anstee (Western Force)
710,20,Issak Fines-Leleiwasa,Western Force 19 43 Chiefs,21,Western Force,,,45.0,,,Bench,No Yellow Card,35.0,35.0,round15,15.0,Issak Fines-Leleiwasa (Western Force)
711,21,George Poolman,Western Force 19 43 Chiefs,22,Western Force,,,76.0,,,Bench,No Yellow Card,4.0,4.0,round15,15.0,George Poolman (Western Force)
712,22,Bayley Kuenzle,Western Force 19 43 Chiefs,23,Western Force,,,42.0,,,Bench,No Yellow Card,38.0,38.0,round15,15.0,Bayley Kuenzle (Western Force)
713,23,Shaun Stevenson,Western Force 19 43 Chiefs,15,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Shaun Stevenson (Chiefs)
714,24,Liam Coombes-Fabling,Western Force 19 43 Chiefs,14,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Liam Coombes-Fabling (Chiefs)
715,25,Alex Nankivell,Western Force 19 43 Chiefs,13,Chiefs,30.0,,,,,Starter,No Yellow Card,30.0,30.0,round15,15.0,Alex Nankivell (Chiefs)
716,26,Anton Lienert-Brown,Western Force 19 43 Chiefs,12,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Anton Lienert-Brown (Chiefs)
717,27,Etene Nanai-Seturo,Western Force 19 43 Chiefs,11,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Etene Nanai-Seturo (Chiefs)
718,28,Rameka Poihipi,Western Force 19 43 Chiefs,10,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Rameka Poihipi (Chiefs)
719,29,Te Toiroa Tahuriorangi,Western Force 19 43 Chiefs,9,Chiefs,66.0,,,,,Starter,No Yellow Card,66.0,66.0,round15,15.0,Te Toiroa Tahuriorangi (Chiefs)
720,30,Samipeni Finau,Western Force 19 43 Chiefs,8,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Samipeni Finau (Chiefs)
721,31,Simon Parker,Western Force 19 43 Chiefs,7,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Simon Parker (Chiefs)
722,32,Naitoa Ah Kuoi,Western Force 19 43 Chiefs,6,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Naitoa Ah Kuoi (Chiefs)
723,33,Tupou Vaa'i,Western Force 19 43 Chiefs,5,Chiefs,54.0,,,,,Starter,No Yellow Card,54.0,54.0,round15,15.0,Tupou Vaa'i (Chiefs)
724,34,Laghlan McWhannell,Western Force 19 43 Chiefs,4,Chiefs,17.0,,,,,Starter,No Yellow Card,17.0,17.0,round15,15.0,Laghlan McWhannell (Chiefs)
725,35,John Ryan,Western Force 19 43 Chiefs,3,Chiefs,66.0,,,,,Starter,No Yellow Card,66.0,66.0,round15,15.0,John Ryan (Chiefs)
726,36,Tyrone Thompson,Western Force 19 43 Chiefs,2,Chiefs,47.0,,,,,Starter,No Yellow Card,47.0,47.0,round15,15.0,Tyrone Thompson (Chiefs)
727,37,Ollie Norris,Western Force 19 43 Chiefs,1,Chiefs,57.0,,,,,Starter,No Yellow Card,57.0,57.0,round15,15.0,Ollie Norris (Chiefs)
728,38,Bradley Slater,Western Force 19 43 Chiefs,16,Chiefs,,,47.0,,,Bench,No Yellow Card,33.0,33.0,round15,15.0,Bradley Slater (Chiefs)
729,39,Jared Proffit,Western Force 19 43 Chiefs,17,Chiefs,,,57.0,,,Bench,No Yellow Card,23.0,23.0,round15,15.0,Jared Proffit (Chiefs)
730,40,Atu Moli,Western Force 19 43 Chiefs,18,Chiefs,,,66.0,,,Bench,No Yellow Card,14.0,14.0,round15,15.0,Atu Moli (Chiefs)
731,41,Manaaki Selby-Rickit,Western Force 19 43 Chiefs,19,Chiefs,,,17.0,,,Bench,No Yellow Card,63.0,63.0,round15,15.0,Manaaki Selby-Rickit (Chiefs)
732,42,Pita Gus Sowakula,Western Force 19 43 Chiefs,20,Chiefs,,,54.0,,,Bench,No Yellow Card,26.0,26.0,round15,15.0,Pita Gus Sowakula (Chiefs)
733,43,Cortez Ratima,Western Force 19 43 Chiefs,21,Chiefs,,,66.0,,,Bench,No Yellow Card,14.0,14.0,round15,15.0,Cortez Ratima (Chiefs)
734,44,Rivez Reihana,Western Force 19 43 Chiefs,22,Chiefs,,,46.0,,,Bench,No Yellow Card,34.0,34.0,round15,15.0,Rivez Reihana (Chiefs)
735,45,Lalomilo Lalomilo,Western Force 19 43 Chiefs,23,Chiefs,46.0,,30.0,,,Bench,No Yellow Card,16.0,16.0,round15,15.0,Lalomilo Lalomilo (Chiefs)
736,0,Jordan Petaia,Queensland Reds 13 47 Hurricanes,15,Queensland Reds,60.0,,,,,Starter,No Yellow Card,60.0,60.0,round1,1.0,Jordan Petaia (Queensland Reds)
737,1,Josh Flook,Queensland Reds 13 47 Hurricanes,14,Queensland Reds,,,,,,Starter,No Yellow Card,80.0,80.0,round1,1.0,Josh Flook (Queensland Reds)
738,2,Hunter Paisami,Queensland Reds 13 47 Hurricanes,13,Queensland Reds,,,,,,Starter,No Yellow Card,80.0,80.0,round1,1.0,Hunter Paisami (Queensland Reds)
