,Player Team,Player Name,Tries,Metres carried,Carries,Defenders beaten,Clean breaks,Passes,Offloads,Turnovers conceded,Try assists,Points,Tackles,Missed tackles,Turnovers won,Kicks in play,Conversions,Penalty goals,Drop goals,Throws won,Lineouts won,Lineout steals,Penalties conceded,Red cards,Yellow cards,Round N,Minutes Played,Tries per 80,Tries mean (per 80),Tries std (per 80),Tries std from mean,Tries Percentile,Tries per 80 Percentile,Metres carried per 80,Metres carried mean (per 80),Metres carried std (per 80),Metres carried std from mean,Metres carried Percentile,Metres carried per 80 Percentile,Carries per 80,Carries mean (per 80),Carries std (per 80),Carries std from mean,Carries Percentile,Carries per 80 Percentile,Defenders beaten per 80,Defenders beaten mean (per 80),Defenders beaten std (per 80),Defenders beaten std from mean,Defenders beaten Percentile,Defenders beaten per 80 Percentile,Clean breaks per 80,Clean breaks mean (per 80),Clean breaks std (per 80),Clean breaks std from mean,Clean breaks Percentile,Clean breaks per 80 Percentile,Passes per 80,Passes mean (per 80),Passes std (per 80),Passes std from mean,Passes Percentile,Passes per 80 Percentile,Offloads per 80,Offloads mean (per 80),Offloads std (per 80),Offloads std from mean,Offloads Percentile,Offloads per 80 Percentile,Turnovers conceded per 80,Turnovers conceded mean (per 80),Turnovers conceded std (per 80),Turnovers conceded std from mean,Turnovers conceded Percentile,Turnovers conceded per 80 Percentile,Try assists per 80,Try assists mean (per 80),Try assists std (per 80),Try assists std from mean,Try assists Percentile,Try assists per 80 Percentile,Points per 80,Points mean (per 80),Points std (per 80),Points std from mean,Points Percentile,Points per 80 Percentile,Tackles per 80,Tackles mean (per 80),Tackles std (per 80),Tackles std from mean,Tackles Percentile,Tackles per 80 Percentile,Missed tackles per 80,Missed tackles mean (per 80),Missed tackles std (per 80),Missed tackles std from mean,Missed tackles Percentile,Missed tackles per 80 Percentile,Turnovers won per 80,Turnovers won mean (per 80),Turnovers won std (per 80),Turnovers won std from mean,Turnovers won Percentile,Turnovers won per 80 Percentile,Kicks in play per 80,Kicks in play mean (per 80),Kicks in play std (per 80),Kicks in play std from mean,Kicks in play Percentile,Kicks in play per 80 Percentile,Conversions per 80,Conversions mean (per 80),Conversions std (per 80),Conversions std from mean,Conversions Percentile,Conversions per 80 Percentile,Penalty goals per 80,Penalty goals mean (per 80),Penalty goals std (per 80),Penalty goals std from mean,Penalty goals Percentile,Penalty goals per 80 Percentile,Drop goals per 80,Drop goals mean (per 80),Drop goals std (per 80),Drop goals std from mean,Drop goals Percentile,Drop goals per 80 Percentile,Throws won per 80,Throws won mean (per 80),Throws won std (per 80),Throws won std from mean,Throws won Percentile,Throws won per 80 Percentile,Lineouts won per 80,Lineouts won mean (per 80),Lineouts won std (per 80),Lineouts won std from mean,Lineouts won Percentile,Lineouts won per 80 Percentile,Penalties conceded per 80,Penalties conceded mean (per 80),Penalties conceded std (per 80),Penalties conceded std from mean,Penalties conceded Percentile,Penalties conceded per 80 Percentile
301,Michael Naitokani (Fijian Drua),Michael Naitokani,1,90,17,3,1,12,2,0,0,5,17,7,1,2,0,0,0,0,0,0,2,0,0,68.0,165.0,0.48484848484848486,0.2427437440645509,0.25023187612731074,0.9675215825051724,0.436986301369863,0.8493150684931506,43.63636363636363,30.83415571275694,20.923911228263297,0.6118458343636018,0.3,0.7424657534246575,8.242424242424242,7.797377258368616,2.465986048720023,0.18047425056870406,0.1,0.5863013698630137,1.4545454545454546,1.4527150527643213,1.204645806789429,0.0015194522496297562,0.2356164383561644,0.589041095890411,0.48484848484848486,0.3707740961064179,0.4041869143499797,0.28223177122278514,0.4095890410958904,0.673972602739726,5.818181818181818,10.976165421568483,19.228511048975523,-0.26824664636014434,0.14931506849315068,0.6356164383561644,0.9696969696969697,0.5707312747625213,0.5205083551610629,0.7664923934045113,0.40821917808219177,0.8,0.0,0.9644392862075037,0.5372944483448014,-1.7949920926571492,0.02054794520547945,0.02054794520547945,0.0,0.1728663120922037,0.28900859919446986,-0.5981355315171241,0.26164383561643834,0.26164383561643834,2.4242424242424243,1.7117717406857083,2.143284884661082,0.33241996369949633,0.40136986301369865,0.7643835616438356,8.242424242424242,9.600467460611016,3.999466373790104,-0.3395561035558403,0.04794520547945205,0.38082191780821917,3.393939393939394,1.6309385278244561,0.7776381987400253,2.2671222542455536,0.3136986301369863,0.9671232876712329,0.48484848484848486,0.42463003529708165,0.37308711479861606,0.16140586785986366,0.27123287671232876,0.6698630136986301,0.9696969696969697,1.3785938115357095,2.3983740173251062,-0.17048918929449552,0.5561643835616439,0.6794520547945205,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,0.0,0.8112831118797657,1.4630799451597467,-0.5545036103896466,0.2534246575342466,0.2534246575342466,0.9696969696969697,0.7482375268840392,0.6147316117070859,0.3602538711128686,0.25205479452054796,0.7328767123287672
302,Michael Wells (Western Force),Michael Wells,2,185,57,3,2,43,4,6,0,10,96,11,0,0,0,0,0,0,21,3,11,0,0,96.0,744.0,0.21505376344086025,0.2427437440645509,0.25023187612731074,-0.11065728736175401,0.6315068493150685,0.5315068493150685,19.892473118279568,30.83415571275694,20.923911228263297,-0.5229272135172187,0.5547945205479452,0.38082191780821917,6.129032258064516,7.797377258368616,2.465986048720023,-0.6765427570727982,0.5739726027397261,0.23835616438356164,0.3225806451612903,1.4527150527643213,1.204645806789429,-0.9381466330049473,0.2356164383561644,0.14246575342465753,0.21505376344086025,0.3707740961064179,0.4041869143499797,-0.38526812011217576,0.5547945205479452,0.4876712328767123,4.623655913978494,10.976165421568483,19.228511048975523,-0.3303692881580888,0.6068493150684932,0.4849315068493151,0.4301075268817205,0.5707312747625213,0.5205083551610629,-0.2701661682976963,0.6150684931506849,0.4958904109589041,0.6451612903225806,0.9644392862075037,0.5372944483448014,-0.5942328212556381,0.5164383561643836,0.2821917808219178,0.0,0.1728663120922037,0.28900859919446986,-0.5981355315171241,0.26164383561643834,0.26164383561643834,1.075268817204301,1.7117717406857083,2.143284884661082,-0.2969754175176099,0.5780821917808219,0.473972602739726,10.32258064516129,9.600467460611016,3.999466373790104,0.1805523830085266,0.8041095890410959,0.5808219178082191,1.1827956989247312,1.6309385278244561,0.7776381987400253,-0.5762870569190557,0.5602739726027397,0.2821917808219178,0.0,0.42463003529708165,0.37308711479861606,-1.1381525076959231,0.07671232876712329,0.07671232876712329,0.0,1.3785938115357095,2.3983740173251062,-0.5748035133707994,0.20821917808219179,0.20821917808219179,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,2.258064516129032,0.8112831118797657,1.4630799451597467,0.9888601159735665,0.9041095890410958,0.8328767123287671,1.1827956989247312,0.7482375268840392,0.6147316117070859,0.7069071506408151,0.9246575342465754,0.821917808219178
303,Mike McKee (Moana Pasifika),Mike McKee,0,62,29,2,1,31,1,5,0,0,77,9,1,0,0,0,0,0,21,1,8,1,0,86.0,535.0,0.0,0.2427437440645509,0.25023187612731074,-0.9700752271107536,0.16164383561643836,0.16164383561643836,9.271028037383179,30.83415571275694,20.923911228263297,-1.0305495679147707,0.21643835616438356,0.136986301369863,4.336448598130841,7.797377258368616,2.465986048720023,-1.4034664397368266,0.2493150684931507,0.07123287671232877,0.2990654205607477,1.4527150527643213,1.204645806789429,-0.9576670799844743,0.1684931506849315,0.136986301369863,0.14953271028037385,0.3707740961064179,0.4041869143499797,-0.5473739450022727,0.4095890410958904,0.38904109589041097,4.635514018691589,10.976165421568483,19.228511048975523,-0.32975259429745174,0.5082191780821917,0.4876712328767123,0.14953271028037385,0.5707312747625213,0.5205083551610629,-0.8092061545329361,0.2547945205479452,0.21643835616438356,0.7476635514018691,0.9644392862075037,0.5372944483448014,-0.4034579837432486,0.42876712328767125,0.36164383561643837,0.0,0.1728663120922037,0.28900859919446986,-0.5981355315171241,0.26164383561643834,0.26164383561643834,0.0,1.7117717406857083,2.143284884661082,-0.7986673880529843,0.14794520547945206,0.14794520547945206,11.514018691588785,9.600467460611016,3.999466373790104,0.4784516363277701,0.6794520547945205,0.6794520547945205,1.3457943925233646,1.6309385278244561,0.7776381987400253,-0.36667969212816276,0.436986301369863,0.3863013698630137,0.14953271028037385,0.42463003529708165,0.37308711479861606,-0.7373541301880637,0.27123287671232876,0.2273972602739726,0.0,1.3785938115357095,2.3983740173251062,-0.5748035133707994,0.20821917808219179,0.20821917808219179,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,3.1401869158878504,0.8112831118797657,1.4630799451597467,1.5917816464593824,0.9041095890410958,0.8876712328767123,1.1962616822429908,0.7482375268840392,0.6147316117070859,0.7288126181030545,0.8095890410958904,0.8301369863013699
304,Miracle Faiilagi (Moana Pasifika),Miracle Faiilagi,5,438,58,18,6,25,1,11,0,25,68,7,4,0,0,0,0,0,23,1,6,0,1,98.0,725.0,0.5517241379310345,0.2427437440645509,0.25023187612731074,1.2347763148659896,0.9041095890410958,0.873972602739726,48.331034482758625,30.83415571275694,20.923911228263297,0.8362145384352189,0.8383561643835616,0.7945205479452054,6.4,7.797377258368616,2.465986048720023,-0.5666606504501226,0.5863013698630137,0.30684931506849317,1.986206896551724,1.4527150527643213,1.204645806789429,0.4428619937749525,0.815068493150685,0.7452054794520548,0.6620689655172414,0.3707740961064179,0.4041869143499797,0.7206934689592532,0.8452054794520548,0.7780821917808219,2.7586206896551726,10.976165421568483,19.228511048975523,-0.427362509295858,0.410958904109589,0.20410958904109588,0.1103448275862069,0.5707312747625213,0.5205083551610629,-0.884493865682243,0.2547945205479452,0.1863013698630137,1.2137931034482758,0.9644392862075037,0.5372944483448014,0.4640915572623834,0.8123287671232877,0.7315068493150685,0.0,0.1728663120922037,0.28900859919446986,-0.5981355315171241,0.26164383561643834,0.26164383561643834,2.7586206896551726,1.7117717406857083,2.143284884661082,0.4884320122170799,0.8383561643835616,0.7972602739726027,7.503448275862069,9.600467460611016,3.999466373790104,-0.5243247445437832,0.5958904109589042,0.32054794520547947,0.7724137931034483,1.6309385278244561,0.7776381987400253,-1.1040156413510032,0.3136986301369863,0.08493150684931507,0.4413793103448276,0.42463003529708165,0.37308711479861606,0.044893737637620654,0.7136986301369863,0.6191780821917808,0.0,1.3785938115357095,2.3983740173251062,-0.5748035133707994,0.20821917808219179,0.20821917808219179,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,2.537931034482759,0.8112831118797657,1.4630799451597467,1.1801459847188793,0.9219178082191781,0.8493150684931506,0.6620689655172414,0.7482375268840392,0.6147316117070859,-0.14017265376594362,0.684931506849315,0.536986301369863
305,Mitch Hunt (Highlanders),Mitch Hunt,3,253,66,15,2,127,6,13,3,15,43,18,1,48,0,0,0,3,0,0,2,0,1,105.0,700.0,0.34285714285714286,0.2427437440645509,0.25023187612731074,0.40008251683193696,0.7684931506849315,0.7150684931506849,28.914285714285715,30.83415571275694,20.923911228263297,-0.0917548338609815,0.6684931506849315,0.5534246575342465,7.542857142857144,7.797377258368616,2.465986048720023,-0.10321230959257943,0.6616438356164384,0.4767123287671233,1.7142857142857144,1.4527150527643213,1.204645806789429,0.2171349122266238,0.7589041095890411,0.6794520547945205,0.22857142857142856,0.3707740961064179,0.4041869143499797,-0.3518240261777948,0.5547945205479452,0.5041095890410959,14.514285714285716,10.976165421568483,19.228511048975523,0.1840038619581905,0.873972602739726,0.8684931506849315,0.6857142857142857,0.5707312747625213,0.5205083551610629,0.2209052166245916,0.7561643835616438,0.6616438356164384,1.4857142857142858,0.9644392862075037,0.5372944483448014,0.9701849723417593,0.8602739726027397,0.8328767123287671,0.34285714285714286,0.1728663120922037,0.28900859919446986,0.5881860651853985,0.8479452054794521,0.8356164383561644,1.7142857142857144,1.7117717406857083,2.143284884661082,0.0011729535434127291,0.7027397260273973,0.6383561643835617,4.914285714285715,9.600467460611016,3.999466373790104,-1.1717017492722235,0.3493150684931507,0.14520547945205478,2.057142857142857,1.6309385278244561,0.7776381987400253,0.5480753517625059,0.8561643835616438,0.7698630136986301,0.11428571428571428,0.42463003529708165,0.37308711479861606,-0.8318280334577736,0.27123287671232876,0.18356164383561643,5.485714285714286,1.3785938115357095,2.3983740173251062,1.7124603771180051,0.9383561643835616,0.915068493150685,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.34285714285714286,0.9013587447007101,3.143367259327104,-0.17767621654337803,0.9136986301369863,0.9095890410958904,0.0,0.8112831118797657,1.4630799451597467,-0.5545036103896466,0.2534246575342466,0.2534246575342466,0.22857142857142856,0.7482375268840392,0.6147316117070859,-0.845354441541599,0.25205479452054796,0.1643835616438356
306,Mitchell Drummond (Crusaders),Mitchell Drummond,1,70,25,5,1,768,6,6,5,5,64,13,2,47,0,0,0,0,1,0,5,0,0,121.0,677.0,0.11816838995568686,0.2427437440645509,0.25023187612731074,-0.4978396678986002,0.436986301369863,0.36712328767123287,8.27178729689808,30.83415571275694,20.923911228263297,-1.0783054931614502,0.2410958904109589,0.1178082191780822,2.9542097488921715,7.797377258368616,2.465986048720023,-1.9639882034167646,0.20136986301369864,0.019178082191780823,0.5908419497784343,1.4527150527643213,1.204645806789429,-0.7154576873370894,0.38904109589041097,0.26575342465753427,0.11816838995568686,0.3707740961064179,0.4041869143499797,-0.624972499559952,0.4095890410958904,0.336986301369863,90.75332348596751,10.976165421568483,19.228511048975523,4.1488994057420525,0.9904109589041096,0.9945205479452055,0.7090103397341212,0.5707312747625213,0.5205083551610629,0.26566156642924915,0.7561643835616438,0.6794520547945205,0.7090103397341212,0.9644392862075037,0.5372944483448014,-0.47539844727646335,0.5164383561643836,0.336986301369863,0.5908419497784343,0.1728663120922037,0.28900859919446986,1.446239450491162,0.9342465753424658,0.9260273972602739,0.5908419497784343,1.7117717406857083,2.143284884661082,-0.5229961723378302,0.40136986301369865,0.336986301369863,7.562776957163959,9.600467460611016,3.999466373790104,-0.5094905952455938,0.5616438356164384,0.32602739726027397,1.536189069423929,1.6309385278244561,0.7776381987400253,-0.12184259795113674,0.6465753424657534,0.5342465753424658,0.23633677991137372,0.42463003529708165,0.37308711479861606,-0.5046897840128957,0.4684931506849315,0.3424657534246575,5.553914327917282,1.3785938115357095,2.3983740173251062,1.7408963265196997,0.9301369863013699,0.9178082191780822,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,0.11816838995568686,0.8112831118797657,1.4630799451597467,-0.4737367388686343,0.5821917808219178,0.5616438356164384,0.5908419497784343,0.7482375268840392,0.6147316117070859,-0.256039504245639,0.5904109589041096,0.46301369863013697
308,Monty Ioane (Melbourne Rebels),Monty Ioane,2,1003,141,43,10,103,26,18,4,10,50,26,4,11,0,0,0,3,1,0,2,0,0,112.0,1045.0,0.15311004784688995,0.2427437440645509,0.25023187612731074,-0.3582025503899348,0.6315068493150685,0.410958904109589,76.7846889952153,30.83415571275694,20.923911228263297,2.1960776253146195,0.9835616438356164,0.9671232876712329,10.794258373205741,7.797377258368616,2.465986048720023,1.215287132866248,0.9671232876712329,0.8821917808219178,3.2918660287081343,1.4527150527643213,1.204645806789429,1.526715127034261,0.9602739726027397,0.9095890410958904,0.7655502392344498,0.3707740961064179,0.4041869143499797,0.9767167840228512,0.9452054794520548,0.8328767123287671,7.885167464114833,10.976165421568483,19.228511048975523,-0.16075077001962332,0.8383561643835616,0.7808219178082192,1.9904306220095693,0.5707312747625213,0.5205083551610629,2.7275246077610897,1.0,0.9808219178082191,1.3779904306220094,0.9644392862075037,0.5372944483448014,0.7696918248243556,0.9602739726027397,0.7972602739726027,0.3062200956937799,0.1728663120922037,0.28900859919446986,0.4614180476749215,0.9013698630136986,0.810958904109589,0.7655502392344498,1.7117717406857083,2.143284884661082,-0.441481908552201,0.5780821917808219,0.38082191780821917,3.827751196172249,9.600467460611016,3.999466373790104,-1.4433716213416337,0.42054794520547945,0.08493150684931507,1.9904306220095693,1.6309385278244561,0.7776381987400253,0.4622870825630521,0.9684931506849315,0.7452054794520548,0.3062200956937799,0.42463003529708165,0.37308711479861606,-0.31737879681858416,0.7136986301369863,0.4328767123287671,0.8421052631578947,1.3785938115357095,2.3983740173251062,-0.22368844246243028,0.7547945205479452,0.6684931506849315,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.22966507177033493,0.9013587447007101,3.143367259327104,-0.21368603078030524,0.9136986301369863,0.8986301369863013,0.07655502392344497,0.8112831118797657,1.4630799451597467,-0.5021790438635937,0.5821917808219178,0.5150684931506849,0.15311004784688995,0.7482375268840392,0.6147316117070859,-0.9681094443549165,0.25205479452054796,0.1095890410958904
309,Mosese Dawai (Highlanders),Mosese Dawai,2,161,16,4,2,6,4,5,0,10,20,12,0,1,0,0,0,0,0,0,5,0,0,18.0,267.0,0.599250936329588,0.2427437440645509,0.25023187612731074,1.4247073465718516,0.6315068493150685,0.9068493150684932,48.239700374531836,30.83415571275694,20.923911228263297,0.8318494793776456,0.5027397260273972,0.7917808219178082,4.794007490636704,7.797377258368616,2.465986048720023,-1.2179183938574265,0.0863013698630137,0.0958904109589041,1.198501872659176,1.4527150527643213,1.204645806789429,-0.21102732327825344,0.31643835616438354,0.510958904109589,0.599250936329588,0.3707740961064179,0.4041869143499797,0.565275203405856,0.5547945205479452,0.7397260273972602,1.797752808988764,10.976165421568483,19.228511048975523,-0.4773335069575622,0.052054794520547946,0.06986301369863014,1.198501872659176,0.5707312747625213,0.5205083551610629,1.2060720863979242,0.6150684931506849,0.8767123287671232,1.4981273408239701,0.9644392862075037,0.5372944483448014,0.993287863406285,0.42876712328767125,0.8410958904109589,0.0,0.1728663120922037,0.28900859919446986,-0.5981355315171241,0.26164383561643834,0.26164383561643834,2.9962546816479403,1.7117717406857083,2.143284884661082,0.5993057433264862,0.5780821917808219,0.8301369863013699,5.992509363295881,9.600467460611016,3.999466373790104,-0.9021098716967196,0.07534246575342465,0.20821917808219179,3.595505617977528,1.6309385278244561,0.7776381987400253,2.5263253442747255,0.6013698630136987,0.9808219178082191,0.0,0.42463003529708165,0.37308711479861606,-1.1381525076959231,0.07671232876712329,0.07671232876712329,0.299625468164794,1.3785938115357095,2.3983740173251062,-0.44987493008879537,0.4671232876712329,0.5561643835616439,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,0.0,0.8112831118797657,1.4630799451597467,-0.5545036103896466,0.2534246575342466,0.2534246575342466,1.4981273408239701,0.7482375268840392,0.6147316117070859,1.2198653845985177,0.5904109589041096,0.8945205479452055
310,Mosese Tuipulotu (NSW Waratahs),Mosese Tuipulotu,0,111,23,3,2,21,4,1,0,0,33,6,0,0,0,0,0,0,0,0,1,0,0,56.0,210.0,0.0,0.2427437440645509,0.25023187612731074,-0.9700752271107536,0.16164383561643836,0.16164383561643836,42.285714285714285,30.83415571275694,20.923911228263297,0.5472953143429979,0.3835616438356164,0.726027397260274,8.761904761904763,7.797377258368616,2.465986048720023,0.39113258732213313,0.16986301369863013,0.6520547945205479,1.1428571428571428,1.4527150527643213,1.204645806789429,-0.2572190997227631,0.2356164383561644,0.4931506849315068,0.761904761904762,0.3707740961064179,0.4041869143499797,0.9676974981423311,0.5547945205479452,0.8287671232876712,8.0,10.976165421568483,19.228511048975523,-0.1547787768895944,0.33972602739726027,0.7835616438356164,1.523809523809524,0.5707312747625213,0.5205083551610629,1.8310527383409398,0.6150684931506849,0.9397260273972603,0.380952380952381,0.9644392862075037,0.5372944483448014,-1.0859723324010189,0.07260273972602739,0.13150684931506848,0.0,0.1728663120922037,0.28900859919446986,-0.5981355315171241,0.26164383561643834,0.26164383561643834,0.0,1.7117717406857083,2.143284884661082,-0.7986673880529843,0.14794520547945206,0.14794520547945206,12.571428571428571,9.600467460611016,3.999466373790104,0.7428393773447622,0.22602739726027396,0.7589041095890411,2.2857142857142856,1.6309385278244561,0.7776381987400253,0.8420056511507991,0.236986301369863,0.8383561643835616,0.0,0.42463003529708165,0.37308711479861606,-1.1381525076959231,0.07671232876712329,0.07671232876712329,0.0,1.3785938115357095,2.3983740173251062,-0.5748035133707994,0.20821917808219179,0.20821917808219179,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,0.0,0.8112831118797657,1.4630799451597467,-0.5545036103896466,0.2534246575342466,0.2534246575342466,0.380952380952381,0.7482375268840392,0.6147316117070859,-0.597472358565914,0.13150684931506848,0.3150684931506849
312,Naitoa Ah Kuoi (Chiefs),Naitoa Ah Kuoi,0,92,51,2,0,49,1,2,0,0,98,3,3,0,0,0,0,0,19,7,6,0,1,135.0,484.0,0.0,0.2427437440645509,0.25023187612731074,-0.9700752271107536,0.16164383561643836,0.16164383561643836,15.206611570247935,30.83415571275694,20.923911228263297,-0.746874901734426,0.3041095890410959,0.2876712328767123,8.429752066115702,7.797377258368616,2.465986048720023,0.25643892351918274,0.5273972602739726,0.6109589041095891,0.3305785123966942,1.4527150527643213,1.204645806789429,-0.9315074472871805,0.1684931506849315,0.14520547945205478,0.0,0.3707740961064179,0.4041869143499797,-0.91733325088642,0.1589041095890411,0.1589041095890411,8.099173553719009,10.976165421568483,19.228511048975523,-0.1496211464591148,0.6534246575342466,0.7890410958904109,0.1652892561983471,0.5707312747625213,0.5205083551610629,-0.7789346982503609,0.2547945205479452,0.2356164383561644,0.3305785123966942,0.9644392862075037,0.5372944483448014,-1.1797270114431517,0.14931506849315068,0.11232876712328767,0.0,0.1728663120922037,0.28900859919446986,-0.5981355315171241,0.26164383561643834,0.26164383561643834,0.0,1.7117717406857083,2.143284884661082,-0.7986673880529843,0.14794520547945206,0.14794520547945206,16.198347107438018,9.600467460611016,3.999466373790104,1.649689991161122,0.8191780821917808,0.9424657534246575,0.49586776859504134,1.6309385278244561,0.7776381987400253,-1.4596386353814956,0.0684931506849315,0.03561643835616438,0.49586776859504134,0.42463003529708165,0.37308711479861606,0.19094128548613154,0.6041095890410959,0.6876712328767123,0.0,1.3785938115357095,2.3983740173251062,-0.5748035133707994,0.20821917808219179,0.20821917808219179,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,3.1404958677685952,0.8112831118797657,1.4630799451597467,1.591992811872296,0.8876712328767123,0.8904109589041096,0.9917355371900827,0.7482375268840392,0.6147316117070859,0.396104585592823,0.684931506849315,0.7506849315068493
314,Ned Hanigan (NSW Waratahs),Ned Hanigan,2,101,54,7,1,38,2,5,0,10,87,5,1,0,0,0,0,0,25,2,6,0,0,81.0,490.0,0.326530612244898,0.2427437440645509,0.25023187612731074,0.3348369099775232,0.6315068493150685,0.6945205479452055,16.489795918367346,30.83415571275694,20.923911228263297,-0.685548683413153,0.3424657534246575,0.3150684931506849,8.816326530612246,7.797377258368616,2.465986048720023,0.4132015559343971,0.5602739726027397,0.663013698630137,1.1428571428571428,1.4527150527643213,1.204645806789429,-0.2572190997227631,0.4849315068493151,0.4931506849315068,0.163265306122449,0.3707740961064179,0.4041869143499797,-0.5133980903802591,0.4095890410958904,0.4095890410958904,6.204081632653061,10.976165421568483,19.228511048975523,-0.24817749937895864,0.5739726027397261,0.6767123287671233,0.326530612244898,0.5707312747625213,0.5205083551610629,-0.469158006968129,0.40821917808219177,0.39315068493150684,0.8163265306122448,0.9644392862075037,0.5372944483448014,-0.2756640349654415,0.42876712328767125,0.4246575342465753,0.0,0.1728663120922037,0.28900859919446986,-0.5981355315171241,0.26164383561643834,0.26164383561643834,1.6326530612244896,1.7117717406857083,2.143284884661082,-0.03691468177070156,0.5780821917808219,0.626027397260274,14.204081632653061,9.600467460611016,3.999466373790104,1.1510571015701323,0.7561643835616438,0.873972602739726,0.8163265306122448,1.6309385278244561,0.7776381987400253,-1.0475462734882277,0.18082191780821918,0.10273972602739725,0.163265306122449,0.42463003529708165,0.37308711479861606,-0.7005461159271378,0.27123287671232876,0.2410958904109589,0.0,1.3785938115357095,2.3983740173251062,-0.5748035133707994,0.20821917808219179,0.20821917808219179,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,4.081632653061225,0.8112831118797657,1.4630799451597467,2.2352500640861326,0.9342465753424658,0.958904109589041,0.9795918367346939,0.7482375268840392,0.6147316117070859,0.3763501102671338,0.684931506849315,0.7452054794520548
